customer_id,age,gender,location,income_level,education_level,platform,likes_received,comments_posted,shares,time_spent_per_week,click_through_rate,average_order_value,frequency_of_purchases,discounts_used,cart_abandonment_rate,search_trends_index,seasonal_effect,competitor_offers,sentiment_score,customer_support_queries,response_time,campaign_id,marketing_channel,ad_spent,conversion_rate,ROI,customer_response
CUST_1454,43,Female,Canada,Medium,High School,Facebook,420,363,84,27.26,73.88,408.16,23,1,46.79,97.95,None,1,0.56,14,64,CAMPAIGN_7,Email,5390.4,48.46,-27.02,1
CUST_1455,57,Female,India,Low,High School,Twitter,746,230,4,15.91,68.44,363.91,13,0,68.46,12.4,None,0,0.06,7,9,CAMPAIGN_10,TV Ads,9590.14,78.87,37.08,1
CUST_1456,24,Other,USA,High,Bachelor's,Twitter,666,90,141,22.91,77.0,245.26,29,1,69.87,46.79,Holiday,1,0.51,7,13,CAMPAIGN_19,Google Ads,8821.43,42.87,107.72,1
CUST_1457,63,Female,Canada,Low,Master's,Instagram,35,21,270,22.53,64.04,390.67,16,0,86.58,20.99,None,1,0.12,8,47,CAMPAIGN_17,Email,2902.37,91.57,75.02,1
CUST_1458,36,Other,India,Low,PhD,Instagram,816,172,238,16.62,53.01,495.65,3,0,60.11,74.82,Holiday,1,0.97,9,32,CAMPAIGN_19,Email,5762.18,8.03,5.86,0
CUST_1459,41,Other,USA,Low,High School,Facebook,755,50,259,16.1,8.07,390.93,29,1,66.6,72.26,Winter,0,-0.74,5,28,CAMPAIGN_13,Email,281.82,28.34,90.92,0
CUST_1460,39,Female,USA,Low,PhD,LinkedIn,929,30,164,17.98,6.22,262.93,2,1,15.16,81.96,Winter,1,1.0,8,23,CAMPAIGN_11,Google Ads,3562.97,87.61,156.6,0
CUST_1461,32,Female,UK,High,PhD,LinkedIn,802,296,202,1.36,10.49,132.1,9,0,60.11,37.68,None,1,-0.31,18,50,CAMPAIGN_6,Social Media,5922.5,38.24,39.44,0
CUST_1462,23,Other,Canada,Low,PhD,Instagram,325,52,25,24.88,91.61,331.55,19,0,29.96,95.99,None,1,-0.53,18,16,CAMPAIGN_16,Google Ads,7310.36,80.69,115.36,0
CUST_1463,23,Male,Germany,High,Bachelor's,Facebook,579,384,101,1.41,51.61,341.94,5,0,17.23,23.26,Holiday,0,0.01,15,82,CAMPAIGN_7,Google Ads,8117.89,19.3,193.22,0
CUST_1464,35,Other,Canada,Low,High School,Twitter,902,47,159,38.76,3.55,249.66,27,1,79.51,49.01,None,0,-0.27,13,83,CAMPAIGN_12,Email,5876.95,7.73,90.1,0
CUST_1465,21,Female,Germany,High,High School,Twitter,453,205,172,16.53,84.25,401.14,25,1,29.44,29.41,Holiday,1,0.99,13,116,CAMPAIGN_7,TV Ads,173.36,71.85,181.18,1
CUST_1466,64,Other,Canada,Medium,PhD,Facebook,646,367,38,45.06,77.09,50.49,14,0,96.58,87.52,Winter,1,0.97,5,12,CAMPAIGN_1,Social Media,8095.78,35.34,183.91,1
CUST_1467,49,Female,USA,Medium,Bachelor's,LinkedIn,131,12,210,19.63,73.24,83.26,25,0,5.72,63.83,Holiday,1,-0.98,14,96,CAMPAIGN_3,Google Ads,9286.34,67.6,199.19,0
CUST_1468,38,Male,Canada,Low,PhD,LinkedIn,819,70,278,10.76,0.12,150.34,27,1,22.5,83.55,Winter,0,0.65,0,6,CAMPAIGN_10,TV Ads,9512.33,14.71,-7.24,0
CUST_1469,18,Male,Canada,High,Bachelor's,Facebook,455,119,2,8.55,74.05,412.47,20,1,30.75,17.18,Winter,1,0.96,12,99,CAMPAIGN_10,Email,6434.2,96.91,-39.99,1
CUST_1470,29,Other,India,Low,Master's,LinkedIn,458,447,263,6.07,59.88,322.81,11,1,78.5,98.82,Summer,1,0.94,10,81,CAMPAIGN_11,Google Ads,1868.66,6.41,96.87,0
CUST_1471,20,Male,UK,Low,High School,Instagram,989,175,106,15.77,13.75,89.77,17,0,98.75,14.81,Winter,0,0.05,7,85,CAMPAIGN_12,TV Ads,2562.86,6.44,17.89,0
CUST_1472,18,Female,Canada,Medium,Master's,LinkedIn,428,390,258,12.63,50.55,230.2,4,1,84.83,85.04,Winter,0,-0.48,16,65,CAMPAIGN_12,Google Ads,8520.43,16.61,0.36,0
CUST_1473,29,Female,UK,Medium,High School,Instagram,832,142,185,7.82,36.19,369.14,15,0,28.61,56.07,Holiday,1,0.52,2,39,CAMPAIGN_17,Social Media,480.51,78.0,59.14,0
CUST_1474,62,Other,USA,Medium,Bachelor's,Instagram,344,118,3,27.85,21.85,97.04,13,0,20.87,5.73,Holiday,0,0.7,12,34,CAMPAIGN_5,TV Ads,6829.54,16.81,184.38,0
CUST_1475,47,Other,UK,Low,High School,Facebook,393,32,64,40.95,64.32,165.63,8,1,88.66,4.63,Summer,1,0.68,4,90,CAMPAIGN_13,Email,7141.83,50.51,46.08,1
CUST_1476,43,Other,USA,Medium,Bachelor's,LinkedIn,58,127,56,30.44,5.64,309.51,3,1,42.67,87.82,Summer,0,0.48,2,92,CAMPAIGN_11,Social Media,1172.2,38.78,64.12,0
CUST_1477,52,Male,India,High,Bachelor's,Facebook,410,251,289,33.33,48.74,373.85,22,0,83.89,32.06,Summer,1,0.16,10,26,CAMPAIGN_6,TV Ads,4155.04,16.71,47.55,0
CUST_1478,43,Female,UK,High,PhD,Instagram,445,475,184,42.97,96.38,148.27,21,1,18.77,39.92,Winter,1,0.34,19,88,CAMPAIGN_5,Google Ads,3640.57,32.98,158.94,1
CUST_1479,31,Male,Germany,High,Master's,Facebook,903,378,137,47.11,81.17,95.2,27,0,32.05,85.39,Winter,1,-0.63,1,113,CAMPAIGN_1,Google Ads,7187.8,27.36,-44.44,0
CUST_1480,19,Male,Canada,Medium,PhD,Facebook,882,28,65,22.68,33.83,196.27,9,1,88.03,62.94,Winter,0,-0.35,13,114,CAMPAIGN_8,Google Ads,1604.51,60.78,36.37,0
CUST_1481,49,Male,Germany,Low,PhD,Facebook,391,346,230,25.05,3.74,494.55,11,1,40.17,17.89,Winter,0,-0.69,16,15,CAMPAIGN_12,TV Ads,7642.42,82.06,139.74,0
CUST_1482,49,Male,USA,High,High School,Facebook,129,57,114,19.89,53.77,101.44,20,0,44.49,2.93,None,1,0.02,2,105,CAMPAIGN_8,Social Media,7496.28,26.98,63.5,1
CUST_1483,52,Male,UK,High,Bachelor's,Instagram,647,236,18,10.89,49.34,494.85,15,1,24.89,15.73,Holiday,0,-0.3,13,62,CAMPAIGN_14,Google Ads,1283.87,77.88,-24.87,0
CUST_1484,26,Other,India,Medium,High School,Facebook,351,371,264,15.53,69.56,435.66,29,0,86.37,26.69,Holiday,1,0.77,19,67,CAMPAIGN_7,TV Ads,8081.43,94.19,57.16,1
CUST_1485,60,Other,USA,Medium,High School,Instagram,741,266,209,15.0,21.06,353.0,26,1,88.86,24.6,Holiday,0,-0.49,13,41,CAMPAIGN_7,Email,3716.62,16.31,70.07,0
CUST_1486,42,Other,UK,Low,High School,LinkedIn,924,166,237,14.96,23.3,10.71,25,1,25.5,55.57,Summer,1,-0.96,1,119,CAMPAIGN_1,Social Media,1230.09,24.67,-10.31,0
CUST_1487,35,Female,Canada,Medium,Bachelor's,Instagram,895,17,246,4.06,20.4,85.6,20,1,66.87,83.63,Winter,0,0.0,6,106,CAMPAIGN_14,TV Ads,4181.31,39.03,99.51,0
CUST_1488,19,Other,UK,Low,Bachelor's,Twitter,389,59,99,37.67,77.72,423.75,1,1,31.76,4.06,Winter,1,-0.23,5,72,CAMPAIGN_3,Social Media,1101.99,80.15,-13.4,0
CUST_1489,28,Other,USA,Medium,High School,Instagram,948,204,65,18.39,99.99,459.72,10,0,24.29,8.79,Holiday,0,-0.11,15,40,CAMPAIGN_9,Email,3472.71,77.3,47.11,0
CUST_1490,23,Male,Canada,Medium,Bachelor's,Instagram,635,185,273,46.61,83.75,428.41,13,0,50.89,27.76,Summer,0,-0.28,18,86,CAMPAIGN_2,Google Ads,5804.14,1.55,42.81,0
CUST_1491,55,Female,Germany,Medium,Master's,Twitter,361,451,236,12.89,92.84,234.91,23,0,34.72,69.76,Holiday,0,-0.44,6,71,CAMPAIGN_14,Social Media,6503.82,92.09,44.1,0
CUST_1492,61,Other,UK,Medium,PhD,Instagram,453,304,97,45.17,6.51,18.22,1,1,13.9,48.66,Summer,0,0.35,8,109,CAMPAIGN_9,Social Media,6785.34,62.83,2.71,0
CUST_1493,30,Female,India,Medium,Bachelor's,Twitter,170,422,136,4.67,63.57,84.16,15,0,70.56,35.74,Winter,1,-0.34,13,111,CAMPAIGN_19,TV Ads,5260.04,17.21,122.31,0
CUST_1494,24,Other,Germany,Medium,Bachelor's,Facebook,94,400,79,45.34,82.87,434.33,16,0,34.59,3.15,Winter,0,-0.48,17,86,CAMPAIGN_11,Google Ads,9728.62,57.85,113.52,0
CUST_1495,54,Female,India,High,High School,LinkedIn,617,495,122,18.74,60.05,126.57,25,0,2.44,88.59,Winter,1,0.45,17,11,CAMPAIGN_6,Email,9165.32,96.81,41.62,1
CUST_1496,54,Female,USA,Medium,Bachelor's,Facebook,430,146,65,29.95,91.33,16.78,27,1,39.45,58.36,None,0,-0.74,19,57,CAMPAIGN_16,TV Ads,1020.06,81.31,-13.37,0
CUST_1497,48,Male,UK,Medium,Master's,Twitter,408,68,6,44.9,50.57,102.15,7,1,71.3,64.2,Summer,0,0.42,1,7,CAMPAIGN_13,Email,3308.8,55.88,85.96,1
CUST_1498,59,Female,Germany,High,PhD,Twitter,32,461,21,46.51,38.35,61.18,18,1,63.74,29.1,Summer,1,-0.24,19,105,CAMPAIGN_9,TV Ads,1186.21,78.9,147.58,0
CUST_1499,28,Female,Canada,Low,High School,Instagram,154,360,256,37.08,79.65,456.01,9,1,40.73,15.52,None,1,-0.52,19,115,CAMPAIGN_11,TV Ads,2798.54,64.93,19.11,0
CUST_1500,25,Other,USA,High,High School,Instagram,821,6,70,32.44,80.6,113.04,17,1,98.98,19.57,Summer,0,0.4,14,86,CAMPAIGN_7,Google Ads,2298.28,68.49,33.28,1
CUST_1501,30,Male,USA,Medium,Master's,Instagram,828,342,147,33.94,45.87,301.89,13,1,67.08,59.0,None,1,0.16,10,70,CAMPAIGN_11,TV Ads,9331.88,53.97,132.37,0
CUST_1502,22,Female,Canada,High,Bachelor's,Facebook,98,200,91,3.45,99.35,255.47,13,1,5.06,67.37,Winter,0,-0.0,6,11,CAMPAIGN_11,Google Ads,6792.08,71.87,-37.83,0
CUST_1503,47,Female,USA,High,Bachelor's,LinkedIn,744,77,79,48.29,40.6,156.51,22,0,97.19,96.99,None,0,0.99,2,118,CAMPAIGN_6,Social Media,5953.28,95.64,76.13,0
CUST_1504,57,Male,Canada,High,Bachelor's,LinkedIn,215,159,118,23.67,32.59,184.43,9,1,26.39,87.46,Winter,0,-0.57,5,76,CAMPAIGN_11,Google Ads,7111.83,36.2,43.04,0
CUST_1505,39,Female,UK,Low,PhD,Facebook,903,302,213,30.05,18.79,271.82,19,0,24.78,99.95,None,1,-0.11,10,73,CAMPAIGN_1,Email,5175.81,12.34,111.41,0
CUST_1506,45,Male,UK,High,Master's,LinkedIn,93,102,56,42.34,65.37,475.25,22,1,28.37,10.99,None,1,-0.42,11,91,CAMPAIGN_13,Email,9090.87,64.3,1.23,0
CUST_1507,38,Male,UK,Low,High School,Instagram,181,47,15,11.31,13.04,205.94,8,0,81.14,48.37,Winter,1,-0.44,9,25,CAMPAIGN_18,Email,626.26,40.59,-18.08,0
CUST_1508,64,Other,India,High,PhD,Twitter,673,225,189,32.82,45.89,415.76,11,1,51.76,72.99,None,0,0.0,7,17,CAMPAIGN_4,Email,5751.1,19.84,55.53,0
CUST_1509,43,Male,USA,Medium,Bachelor's,Facebook,340,174,28,10.53,41.72,406.58,28,1,28.17,66.98,Winter,0,0.17,3,96,CAMPAIGN_1,Google Ads,8634.25,56.82,112.78,0
CUST_1510,64,Other,USA,Medium,Bachelor's,LinkedIn,251,404,150,13.68,94.16,323.2,10,1,16.99,16.38,None,1,0.98,6,94,CAMPAIGN_17,Social Media,9970.84,26.57,-25.72,1
CUST_1511,26,Female,Canada,Low,PhD,Facebook,905,197,204,19.08,39.82,277.37,7,0,19.48,21.07,Holiday,1,0.68,2,68,CAMPAIGN_11,Google Ads,2016.3,77.59,39.31,0
CUST_1512,47,Other,India,High,Master's,LinkedIn,456,359,67,33.6,25.09,466.97,20,1,22.25,80.03,None,1,-0.71,14,41,CAMPAIGN_14,Social Media,2914.0,12.45,154.07,0
CUST_1513,20,Female,Germany,Medium,PhD,Instagram,792,37,267,25.62,47.07,367.05,1,0,65.25,88.32,None,0,-0.96,2,70,CAMPAIGN_16,Social Media,5308.17,78.35,-16.6,0
CUST_1514,20,Other,USA,High,PhD,Facebook,404,393,16,16.79,47.85,336.6,11,0,84.67,97.85,Winter,0,-0.11,0,46,CAMPAIGN_13,Social Media,2632.59,46.22,181.38,0
CUST_1515,38,Male,Canada,Medium,High School,Instagram,418,248,110,36.44,4.8,246.04,27,0,5.28,93.72,Summer,1,0.03,1,97,CAMPAIGN_5,Google Ads,5196.2,60.47,159.28,0
CUST_1516,38,Male,USA,Low,PhD,LinkedIn,512,418,250,4.2,37.74,466.46,8,1,88.36,60.81,None,1,0.5,13,80,CAMPAIGN_10,Email,7757.13,9.84,158.64,0
CUST_1517,55,Female,India,Low,PhD,Instagram,526,196,148,47.22,83.67,73.97,17,0,28.72,77.28,Summer,1,0.98,6,37,CAMPAIGN_14,TV Ads,618.85,74.31,183.92,1
CUST_1518,57,Other,Germany,High,Master's,Instagram,874,148,52,9.61,91.81,255.06,7,0,8.33,84.17,Holiday,1,0.09,5,33,CAMPAIGN_4,Social Media,9015.69,37.33,128.49,1
CUST_1519,28,Male,Canada,Low,Bachelor's,Instagram,463,155,47,12.92,29.69,477.92,8,1,55.09,65.18,None,1,-0.38,18,95,CAMPAIGN_15,TV Ads,9830.7,56.45,189.13,0
CUST_1520,63,Male,UK,Low,PhD,LinkedIn,755,6,281,8.22,13.09,27.78,23,1,69.01,36.28,Holiday,1,-0.73,8,57,CAMPAIGN_6,Email,6348.51,13.73,49.71,0
CUST_1521,26,Male,UK,High,Bachelor's,Facebook,563,4,151,2.95,30.59,18.36,28,1,55.29,19.92,None,0,0.4,13,91,CAMPAIGN_11,Email,7374.48,5.74,33.17,0
CUST_1522,20,Other,Germany,Medium,Bachelor's,Twitter,958,209,221,29.24,91.31,206.34,22,1,25.06,96.78,Holiday,0,0.36,1,114,CAMPAIGN_2,Email,7166.69,96.04,46.76,1
CUST_1523,47,Male,Germany,High,High School,LinkedIn,27,102,202,22.94,93.14,320.9,28,0,27.8,20.19,None,0,0.04,16,59,CAMPAIGN_15,Email,1539.24,26.76,26.94,1
CUST_1524,52,Other,USA,Medium,Bachelor's,Facebook,982,194,33,46.14,1.62,281.03,4,0,42.76,43.11,None,0,-0.77,7,36,CAMPAIGN_18,TV Ads,1518.1,51.49,66.74,0
CUST_1525,54,Male,USA,High,Bachelor's,Facebook,833,499,3,36.5,47.37,118.52,24,0,28.65,93.29,Winter,0,-0.99,10,100,CAMPAIGN_2,TV Ads,2661.45,48.89,186.0,0
CUST_1526,32,Female,UK,High,Master's,Twitter,534,385,274,42.23,10.52,168.99,16,0,4.89,67.59,None,1,-0.84,0,110,CAMPAIGN_12,Social Media,4255.81,81.57,26.39,0
CUST_1527,46,Other,Canada,Low,Bachelor's,Facebook,667,371,32,9.21,13.63,66.15,15,1,25.58,2.15,None,0,0.78,2,26,CAMPAIGN_19,Google Ads,5001.27,82.89,16.06,0
CUST_1528,28,Female,Canada,Low,High School,Twitter,86,106,39,10.17,5.77,334.18,2,0,54.12,43.59,Summer,1,-0.35,8,81,CAMPAIGN_15,Social Media,6537.3,59.36,103.75,0
CUST_1529,34,Male,Canada,Medium,Master's,Twitter,345,37,148,42.77,90.64,36.79,9,0,23.41,65.34,Holiday,0,0.57,7,64,CAMPAIGN_4,TV Ads,5729.78,87.22,89.97,1
CUST_1530,58,Male,Canada,Low,High School,Facebook,20,464,1,31.54,59.18,292.5,21,0,41.8,80.61,Holiday,0,-0.11,6,18,CAMPAIGN_11,Google Ads,9955.41,87.2,86.48,0
CUST_1531,28,Male,Germany,Medium,High School,Twitter,421,457,107,21.48,5.04,25.66,25,0,23.5,22.19,Holiday,1,0.4,7,49,CAMPAIGN_7,Google Ads,5762.96,6.82,-4.21,0
CUST_1532,62,Female,UK,Medium,Master's,Instagram,879,333,211,32.26,1.09,459.81,10,1,35.01,45.74,Winter,0,0.66,0,69,CAMPAIGN_5,Google Ads,1654.85,57.92,155.62,0
CUST_1533,25,Male,India,Medium,Bachelor's,Instagram,459,458,104,31.4,2.21,214.5,18,0,76.63,96.36,None,1,-0.37,15,58,CAMPAIGN_2,Email,7835.27,75.12,-36.52,0
CUST_1534,52,Other,India,Low,Bachelor's,Facebook,160,305,169,6.96,18.26,493.39,6,0,99.96,48.54,Summer,1,-0.05,11,50,CAMPAIGN_8,Social Media,4065.19,69.37,152.98,0
CUST_1535,64,Other,UK,Medium,Master's,Instagram,285,104,148,4.75,43.33,454.56,7,1,91.01,14.8,Summer,1,0.42,1,35,CAMPAIGN_13,TV Ads,5519.59,36.58,185.66,0
CUST_1536,24,Other,India,High,High School,Instagram,38,350,50,36.93,89.68,391.53,13,1,80.3,83.54,Winter,1,0.84,6,79,CAMPAIGN_2,Email,825.64,11.23,158.86,0
CUST_1537,33,Female,India,Low,High School,Instagram,707,175,82,37.57,98.91,486.22,6,1,36.84,28.98,Summer,0,0.27,10,105,CAMPAIGN_12,Social Media,2618.37,21.25,-44.36,1
CUST_1538,45,Female,Canada,Low,Master's,Twitter,518,182,104,21.97,2.4,67.69,21,0,89.42,15.9,Winter,1,0.29,0,32,CAMPAIGN_10,Google Ads,7143.05,59.3,126.91,0
CUST_1539,21,Female,India,High,Bachelor's,Facebook,890,357,66,13.44,93.32,64.89,18,0,23.08,26.71,Winter,1,0.32,12,104,CAMPAIGN_10,Email,1942.16,22.16,15.72,1
CUST_1540,28,Female,Germany,High,PhD,Instagram,31,106,119,6.05,58.17,94.86,14,0,44.8,97.76,Holiday,1,-0.29,6,14,CAMPAIGN_12,Email,491.55,11.87,131.57,0
CUST_1541,52,Male,USA,High,High School,LinkedIn,982,244,114,40.59,28.45,396.08,28,1,38.15,24.86,Holiday,0,-0.83,12,10,CAMPAIGN_12,Email,3742.82,45.26,127.72,0
CUST_1542,28,Male,Canada,High,Bachelor's,LinkedIn,695,281,93,13.16,60.75,298.55,27,1,65.02,61.02,Holiday,0,0.65,16,59,CAMPAIGN_8,Social Media,4537.4,3.49,136.16,0
CUST_1543,56,Male,India,Medium,PhD,Twitter,940,82,67,17.96,58.21,280.47,4,1,27.37,24.32,None,1,-0.03,16,16,CAMPAIGN_10,Google Ads,7585.33,83.02,191.93,0
CUST_1544,50,Male,India,High,Bachelor's,Twitter,502,100,117,12.59,5.81,322.95,23,1,74.39,97.56,Summer,1,-0.72,11,84,CAMPAIGN_8,Google Ads,9507.53,82.51,172.6,0
CUST_1545,26,Other,India,High,Master's,LinkedIn,277,225,173,8.45,19.6,136.03,24,0,83.58,81.24,None,1,-0.65,11,103,CAMPAIGN_4,Social Media,6348.67,2.21,197.91,0
CUST_1546,26,Other,India,Medium,Bachelor's,LinkedIn,215,29,97,34.31,83.88,130.19,6,1,2.32,3.64,None,1,0.58,4,83,CAMPAIGN_19,TV Ads,7044.81,80.06,-35.23,1
CUST_1547,33,Other,USA,Medium,High School,Facebook,27,57,98,2.32,17.9,332.05,10,0,89.68,38.06,None,0,0.18,12,113,CAMPAIGN_7,TV Ads,1855.7,73.57,-9.35,0
CUST_1548,41,Female,UK,Low,High School,Instagram,718,287,297,27.08,19.79,462.22,14,0,38.49,90.61,Winter,0,-0.1,2,62,CAMPAIGN_14,Google Ads,3877.55,78.57,125.7,0
CUST_1549,48,Female,Canada,Low,PhD,Instagram,491,333,70,16.67,73.56,463.0,19,1,71.04,74.83,None,0,-0.28,16,55,CAMPAIGN_19,Google Ads,954.4,67.59,142.77,0
CUST_1550,56,Other,Canada,Medium,High School,Twitter,908,145,181,11.11,39.56,366.11,4,0,75.15,16.35,Holiday,0,-0.02,11,14,CAMPAIGN_10,Email,8544.69,85.08,41.71,0
CUST_1551,26,Other,Germany,High,PhD,Twitter,257,112,53,17.89,55.36,169.28,10,1,79.95,55.84,Winter,0,-0.5,7,103,CAMPAIGN_7,TV Ads,2381.2,38.59,161.21,0
CUST_1552,18,Male,Germany,High,High School,LinkedIn,51,46,170,25.55,65.57,443.36,4,0,84.78,38.07,None,0,-0.59,4,31,CAMPAIGN_13,Email,5044.76,34.94,79.16,0
CUST_1553,44,Female,Germany,High,High School,Twitter,431,310,207,49.13,45.64,167.01,25,0,8.62,37.88,None,0,0.99,6,53,CAMPAIGN_3,TV Ads,5735.5,89.08,29.99,0
CUST_1554,55,Female,India,Medium,Bachelor's,Facebook,76,187,286,9.82,54.36,472.76,3,1,55.27,28.8,Winter,1,-0.59,0,22,CAMPAIGN_16,TV Ads,4341.99,15.91,52.0,0
CUST_1555,25,Other,India,Low,Bachelor's,Twitter,145,369,201,1.01,30.1,394.58,9,0,50.06,89.68,None,0,0.83,6,70,CAMPAIGN_18,Email,8704.0,23.23,53.51,0
CUST_1556,35,Other,USA,High,PhD,Instagram,216,51,194,22.59,12.17,435.92,6,1,89.1,53.09,Holiday,0,0.67,17,25,CAMPAIGN_16,Google Ads,4395.54,43.56,35.27,0
CUST_1557,63,Male,Germany,Medium,Bachelor's,Instagram,94,420,96,31.13,94.83,156.29,22,1,67.47,94.4,Holiday,0,1.0,0,46,CAMPAIGN_5,TV Ads,4248.28,64.56,3.63,1
CUST_1558,25,Male,Canada,Medium,Bachelor's,LinkedIn,811,475,3,37.09,12.79,293.93,12,0,41.56,29.33,None,0,-0.17,8,30,CAMPAIGN_4,Social Media,249.03,39.58,61.0,0
CUST_1559,58,Other,USA,Medium,High School,Twitter,931,351,128,3.23,49.66,91.88,24,0,35.44,27.76,Holiday,1,-0.08,13,105,CAMPAIGN_18,TV Ads,7376.22,21.95,100.38,0
CUST_1560,40,Female,Germany,Low,PhD,Twitter,554,445,276,14.34,0.52,356.27,18,0,27.64,54.77,Holiday,1,-0.28,10,2,CAMPAIGN_5,Social Media,695.48,84.73,167.64,0
CUST_1561,40,Other,UK,Medium,PhD,LinkedIn,648,203,141,46.14,79.33,93.37,14,0,43.84,85.19,Winter,1,0.25,2,81,CAMPAIGN_15,Social Media,2034.57,18.03,-30.42,0
CUST_1562,18,Female,India,Low,Master's,LinkedIn,641,480,242,2.2,91.32,305.85,14,1,68.58,48.6,Holiday,1,-0.69,5,81,CAMPAIGN_10,Email,9171.21,1.18,102.33,0
CUST_1563,47,Male,Canada,Medium,High School,Facebook,602,465,100,40.49,10.61,152.92,7,0,42.52,95.06,Holiday,1,-0.56,6,54,CAMPAIGN_5,Social Media,6595.92,80.75,132.37,0
CUST_1564,51,Female,UK,High,PhD,Instagram,49,56,107,35.06,27.3,306.64,6,0,83.4,77.54,None,0,-0.31,18,39,CAMPAIGN_5,TV Ads,6993.16,74.43,144.13,0
CUST_1565,18,Male,UK,Medium,Master's,Twitter,110,411,139,8.26,67.73,499.71,6,0,92.0,90.2,None,1,0.44,12,50,CAMPAIGN_2,Google Ads,9332.86,58.23,-16.15,1
CUST_1566,43,Female,USA,Medium,Master's,Twitter,10,24,122,49.78,26.8,223.48,7,1,26.45,0.04,Winter,0,0.8,6,85,CAMPAIGN_19,TV Ads,191.04,68.64,51.99,0
CUST_1567,51,Male,UK,High,Bachelor's,LinkedIn,707,213,249,13.03,74.46,201.63,28,0,14.69,70.47,None,0,0.88,5,6,CAMPAIGN_8,TV Ads,170.03,7.39,67.96,0
CUST_1568,49,Male,India,Low,PhD,Facebook,235,23,174,23.7,14.83,348.09,12,0,79.04,22.51,Summer,1,-0.38,5,53,CAMPAIGN_8,Google Ads,824.69,21.16,152.55,0
CUST_1569,34,Other,India,Medium,Master's,Instagram,649,417,64,48.52,69.98,100.46,11,1,42.11,79.86,Holiday,1,0.09,11,34,CAMPAIGN_18,TV Ads,1595.42,96.65,76.77,1
CUST_1570,43,Female,Canada,Medium,Master's,LinkedIn,239,314,260,31.76,86.69,265.35,19,0,24.36,16.81,Winter,1,0.48,18,65,CAMPAIGN_11,TV Ads,4856.07,69.71,20.96,1
CUST_1571,25,Female,Germany,Medium,Master's,LinkedIn,129,313,281,43.63,8.2,335.82,4,1,12.22,47.81,None,1,-0.29,8,40,CAMPAIGN_7,Social Media,1359.78,58.69,94.51,0
CUST_1572,61,Female,UK,High,PhD,Facebook,322,341,106,38.37,7.85,295.31,19,1,82.65,54.0,Holiday,1,-0.33,3,32,CAMPAIGN_5,Google Ads,560.09,61.24,55.8,0
CUST_1573,47,Female,UK,Medium,High School,Facebook,184,260,50,12.06,37.37,436.38,3,1,94.67,11.0,Winter,1,0.87,14,108,CAMPAIGN_13,Social Media,3208.32,17.97,29.09,0
CUST_1574,28,Female,India,Medium,PhD,Instagram,623,47,234,22.11,87.0,175.71,12,0,78.98,36.22,Summer,1,-0.57,9,116,CAMPAIGN_16,Email,2641.43,17.26,195.6,0
CUST_1575,44,Other,Germany,Low,High School,Facebook,50,489,118,15.15,67.69,239.98,19,1,80.23,5.73,Holiday,1,0.04,3,5,CAMPAIGN_4,Email,8923.03,75.16,145.71,1
CUST_1576,41,Female,Germany,High,Master's,Twitter,511,290,102,48.01,95.35,112.33,18,0,61.96,70.67,Winter,1,-0.69,11,48,CAMPAIGN_14,TV Ads,8112.99,75.26,115.29,0
CUST_1577,61,Male,Canada,High,PhD,Instagram,769,275,230,44.15,93.58,356.91,21,0,11.81,74.45,Holiday,1,-0.69,9,80,CAMPAIGN_16,Email,5436.82,16.16,13.44,0
CUST_1578,42,Female,Germany,High,High School,Facebook,443,315,226,17.83,9.61,286.84,20,0,40.01,64.57,Summer,0,-0.34,16,53,CAMPAIGN_4,Email,1230.67,39.61,52.66,0
CUST_1579,59,Other,India,High,High School,LinkedIn,797,429,97,25.08,21.92,53.49,19,1,19.4,85.77,Summer,0,-0.26,4,33,CAMPAIGN_6,Social Media,6579.87,46.77,-0.72,0
CUST_1580,19,Male,Germany,Medium,High School,LinkedIn,667,453,192,40.47,13.09,467.82,17,1,36.33,86.38,Holiday,0,0.32,6,18,CAMPAIGN_5,TV Ads,7655.17,67.54,29.51,0
CUST_1581,33,Other,UK,Low,Bachelor's,Twitter,463,486,199,17.27,37.0,378.31,5,0,87.77,74.92,None,1,0.83,3,83,CAMPAIGN_9,TV Ads,2822.6,4.98,113.87,0
CUST_1582,52,Other,USA,Medium,PhD,LinkedIn,879,76,211,34.44,92.23,108.45,24,1,23.9,88.27,None,0,0.42,16,88,CAMPAIGN_15,Email,9979.63,95.51,115.03,1
CUST_1583,18,Male,Canada,Low,Master's,LinkedIn,617,461,273,7.68,26.44,457.39,6,1,71.37,51.27,Summer,1,0.17,7,82,CAMPAIGN_20,TV Ads,9742.96,73.48,-21.48,0
CUST_1584,40,Male,USA,Low,High School,LinkedIn,263,138,117,2.44,40.03,177.35,5,0,21.33,25.24,Holiday,1,0.71,10,98,CAMPAIGN_2,Social Media,6375.74,92.33,4.31,0
CUST_1585,36,Female,USA,Medium,PhD,LinkedIn,9,47,299,28.41,31.41,467.78,27,1,55.18,20.62,Holiday,1,-0.72,7,43,CAMPAIGN_11,Google Ads,394.65,57.07,-6.46,0
CUST_1586,41,Male,India,High,Master's,Twitter,959,424,199,10.02,25.34,56.03,1,0,68.31,21.27,Holiday,0,-0.87,15,107,CAMPAIGN_1,Email,582.26,94.79,34.61,0
